"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","REPORT_TYPE","SOURCE","AWND","CDSD","CLDD","DYHF","DailyAverageDryBulbTemperature","DailyAverageStationPressure","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","WindEquipmentChangeDate"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T02:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,"29.79","34","38","T",,,,"86","29.79","OVC:08 13","29.76","10.00","36","VRB","17","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12703/04/24 02:53:02 METAR KBFI 041053Z VRB03G15KT 10SM OVC013 03/01 A2979 RMK AO2 UPE21B38E41RAB21E38 SLP088 P0000 T00330011 (MM)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T03:51:00","FM-16","6",,,,,,,,,,,,,,,,,,,,,"29.80","34","37",,,,,"87",,"BKN:07 17 OVC:08 22","29.77","10.00","36","220",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09303/04/24 03:51:02 SPECI KBFI 041151Z 22006KT 10SM BKN017 OVC022 03/01 A2980 RMK AO2 FIBI (MM)","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T03:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,"29.80","33","38","0.00",,"-0.03","1","83","29.80","BKN:07 17 OVC:08 22","29.77","10.00","36","200",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13503/04/24 03:53:02 METAR KBFI 041153Z 20006KT 10SM BKN017 OVC022 03/01 A2980 RMK AO2 SLP092 60001 70001 T00330006 10039 20022 51009 (MM)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T04:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,"29.82","33","38","0.00",,,,"83","29.82","BKN:07 16 OVC:08 23","29.79","10.00","36","200",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10503/04/24 04:53:02 METAR KBFI 041253Z 20007KT 10SM BKN016 OVC023 03/01 A2982 RMK AO2 SLP098 T00330006 (MM)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T05:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,"29.84","33","38","0.00",,,,"83","29.83","BKN:07 19 OVC:08 24","29.81","10.00","36","220",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10503/04/24 05:53:02 METAR KBFI 041353Z 22004KT 10SM BKN019 OVC024 03/01 A2984 RMK AO2 SLP103 T00330006 (MM)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T06:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,"29.86","33","37","0.00",,"-0.06","3","86","29.86","BKN:07 17 OVC:08 21","29.83","10.00","35","160",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11103/04/24 06:53:02 METAR KBFI 041453Z 16006KT 10SM BKN017 OVC021 03/01 A2986 RMK AO2 SLP112 T00280006 53020 (MM)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T07:30:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,"29.88","32","37",,,,,"82",,"SCT:04 19","29.85","10.00","35","170",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09103/04/24 07:30:02 SPECI KBFI 041530Z 17008KT 10SM SCT019 03/00 A2988 RMK AO2 T00280000 (MM)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T07:43:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,"29.88","32","37",,,,,"82",,"BKN:07 19 BKN:07 26","29.85","10.00","35","150",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09803/04/24 07:43:02 SPECI KBFI 041543Z 15007KT 10SM BKN019 BKN026 03/00 A2988 RMK AO2 T00280000 (MM)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T07:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,"29.88","32","37","0.00",,,,"82","29.88","BKN:07 16 BKN:07 26","29.85","10.00","35","140",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10503/04/24 07:53:02 METAR KBFI 041553Z 14008KT 10SM BKN016 BKN026 03/00 A2988 RMK AO2 SLP119 T00280000 (MM)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T08:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,"29.91","34","40","0.00",,,,"79","29.91","OVC:08 22","29.88","10.00","37","160",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09803/04/24 08:53:02 METAR KBFI 041653Z 16010KT 10SM OVC022 04/01 A2991 RMK AO2 SLP128 T00440011 (MM)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T09:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,"29.93","32","41","0.00",,"-0.06","1","70","29.92","BKN:07 20","29.90","10.00","37","VRB",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11603/04/24 09:53:02 METAR KBFI 041753Z VRB05KT 10SM BKN020 05/00 A2993 RMK AO2 SLP133 T00500000 10050 20022 51021 (MM)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T10:51:00","FM-16","6",,,,,,,,,,,,,,,,,,,,,"29.93","32","43",,,,,"66",,"BKN:07 32","29.90","10.00","38","200",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08603/04/24 10:51:02 SPECI KBFI 041851Z 20008KT 10SM BKN032 06/00 A2993 RMK AO2 FIBI (MM)","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T10:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,"29.94","32","43","0.00",,,,"65","29.93","BKN:07 32","29.91","10.00","38","180",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09803/04/24 10:53:02 METAR KBFI 041853Z 18007KT 10SM BKN032 06/00 A2994 RMK AO2 SLP136 T00610000 (MM)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T11:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,"29.94","30","43","0.00",,,,"60","29.94","SCT:04 35","29.91","10.00","38","210",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09903/04/24 11:53:02 METAR KBFI 041953Z 21007KT 10SM SCT035 06/M01 A2994 RMK AO2 SLP138 T00611011 (KT)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T12:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,"29.94","30","45","0.00",,"-0.01","0","56","29.93","SCT:04 70","29.91","10.00","39","220","20","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10803/04/24 12:53:02 METAR KBFI 042053Z 22009G17KT 10SM SCT070 07/M01 A2994 RMK AO2 SLP137 T00721011 50003 (KT)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T13:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,"29.93","30","45","0.00",,,,"56","29.92","FEW:02 20 SCT:04 25","29.90","10.00","39","190","17","11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10903/04/24 13:53:02 METAR KBFI 042153Z 19010G15KT 10SM FEW020 SCT025 07/M01 A2993 RMK AO2 SLP133 T00721011 (KT)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T14:51:00","FM-16","6",,,,,,,,,,,,,,,,,,,,,"29.92","30","45",,,,,"57",,"BKN:07 20 BKN:07 37 BKN:07 120","29.89","10.00","39","220",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10103/04/24 14:51:02 SPECI KBFI 042251Z 22008KT 10SM BKN020 BKN037 BKN120 07/M01 A2992 RMK AO2 FIBI (SN)","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T14:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,"29.92","30","44","0.00",,,,"58","29.92","BKN:07 20 BKN:07 37 BKN:07 120","29.89","10.00","38","210",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11303/04/24 14:53:02 METAR KBFI 042253Z 21007KT 10SM BKN020 BKN037 BKN120 07/M01 A2992 RMK AO2 SLP132 T00671011 (SN)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T15:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,"29.92","33","43","0.00",,"0.02","6","68","29.92","SCT:04 25 SCT:04 33 BKN:07 110","29.89","10.00","39","260",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13003/04/24 15:53:02 METAR KBFI 042353Z 26005KT 10SM SCT025 SCT033 BKN110 06/01 A2992 RMK AO2 SLP131 T00610006 10078 20050 56006 (SN)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T15:55:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,"29.92","33","43",,,,,"68",,"BKN:07 25 BKN:07 33 BKN:07 110","29.89","10.00","39","270",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10503/04/24 15:55:02 SPECI KBFI 042355Z 27005KT 10SM BKN025 BKN033 BKN110 06/01 A2992 RMK AO2 T00610006 (SN)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T16:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,"29.92","33","42","0.00",,,,"71","29.92","BKN:07 25 BKN:07 31 OVC:08 39","29.89","10.00","38","300",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10703/04/24 16:53:01 METAR KBFI 050053Z 30005KT 10SM BKN025 BKN031 OVC039 06/01 A2992 RMK AO2 SLP132 T00560006","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T17:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,"29.93","33","40","0.00",,,,"77","29.93","BKN:07 21 BKN:07 27 BKN:07 110","29.90","10.00","37","050",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10703/04/24 17:53:01 METAR KBFI 050153Z 05007KT 10SM BKN021 BKN027 BKN110 04/01 A2993 RMK AO2 SLP135 T00440006","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T18:51:00","FM-16","6",,,,,,,,,,,,,,,,,,,,,"29.93","30","39",,,,,"70",,"FEW:02 27 BKN:07 34 OVC:08 95","29.90","10.00","35","060",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10103/04/24 18:51:03 SPECI KBFI 050251Z 06006KT 10SM FEW027 BKN034 OVC095 04/M01 A2993 RMK AO2 FIBI (SN)","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T18:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,"29.93","31","39","0.00",,"-0.01","1","73","29.93","SCT:04 27 BKN:07 60 OVC:08 95","29.90","10.00","36","070",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11403/04/24 18:53:02 METAR KBFI 050253Z 07007KT 10SM SCT027 BKN060 OVC095 04/M01 A2993 RMK AO2 SLP135 T00391006 51004","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T19:51:00","FM-16","6",,,,,,,,,,,,,,,,,,,,,"29.96","34","36",,"-RA:02 BR:1 |RA |RA",,,"93",,"OVC:08 15","29.93","4.00","35","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10403/04/24 19:51:03 SPECI KBFI 050351Z 00000KT 4SM -RA BR OVC015 02/01 A2996 RMK AO2 RAB29 P0006 FIBI (SN)","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T19:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,"29.96","33","35","0.08","-RA:02 BR:1 |RA |RA",,,"93","29.96","OVC:08 15","29.93","4.00","34","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11103/04/24 19:53:02 METAR KBFI 050353Z 00000KT 4SM -RA BR OVC015 02/01 A2996 RMK AO2 RAB29 SLP146 P0006 T00170006","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T20:21:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,"29.97","33","35","0.09","SN:03 BR:1 |SN |",,,"93",,"BKN:07 8 OVC:08 14","29.94","2.50","34","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11903/04/24 20:21:02 SPECI KBFI 050421Z 00000KT 2 1/2SM SN BR BKN008 OVC014 02/01 A2997 RMK AO2 RAE16SNB16 P0009 T00170006","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T20:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,"29.97","32","32","0.20","SN:03 BR:1 |SN |",,,"100","29.96","OVC:08 8","29.94","2.00","32","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11503/04/24 20:53:02 METAR KBFI 050453Z 00000KT 2SM SN BR OVC008 00/00 A2997 RMK AO2 RAE16SNB16 SLP147 P0021 T00000000","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T21:51:00","FM-16","6",,,,,,,,,,,,,,,,,,,,,"29.96","32","34",,,,,"93",,"SCT:04 14 OVC:08 22","29.93","9.00","33","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10403/04/24 21:51:03 SPECI KBFI 050551Z 00000KT 9SM SCT014 OVC022 01/00 A2996 RMK AO2 SNE49 P0004 FIBI (JL)","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T21:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,"29.96","32","33","0.03",,"-0.03","0","96","29.96","SCT:04 8 OVC:08 22","29.93","9.00","33","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13503/04/24 21:53:02 METAR KBFI 050553Z 00000KT 9SM SCT008 OVC022 01/00 A2996 RMK AO2 SNE49 SLP145 P0004 60031 T00060000 10061 20000 50010","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T22:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,"29.96","32","33","0.00","BR:1 ||",,,"96","29.95","SCT:04 8 OVC:08 22","29.93","5.00","33","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10203/04/24 22:53:02 METAR KBFI 050653Z 00000KT 5SM BR SCT008 OVC022 01/00 A2996 RMK AO2 SLP143 T00060000","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T23:51:00","FM-16","6",,,,,,,,,,,,,,,,,,,,,"29.95","32","32",,"FG:2 |FG |",,,"100",,,"29.92","0.25","32","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET08903/04/24 23:51:03 SPECI KBFI 050751Z 00000KT 1/4SM FG VV002 00/00 A2995 RMK AO2 FIBI (JL)","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T23:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,"29.95","32","32","0.00","FG:2 |FG |",,,"100","29.95",,"29.92","0.25","32","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10603/04/24 23:53:02 METAR KBFI 050753Z 00000KT 1/4SM FG VV002 00/00 A2995 RMK AO2 SLP142 T00000000 400780000","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-04T23:59:00","SOD  ","6",,,,,"39","29.86","6.0","0","-6.0","26","46","32","200","25","0.32","190","15","RA SN FG BR UP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD73024 HR PRECIPITATION (IN):0.32  24 HR MAX TEMP (F):46 24 HR MAX TEMP TIME (LST):1352 24 HR MIN TEMP (F):32 24 HR MIN TEMP TIME (LST):2359 AVERAGE STATION PRESSURE:29.865 MINIMUM SEA LEVEL PRESSURE:29.76 TIME OF OCCURRENCE:0007 PEAK WIND SPEED (MPH):25  PEAK WIND DIR (DEG):200 PEAK WIND TIME (LST):1303  FASTEST 2MIN SPEED (MPH):15 FASTEST 2MIN DIR (DEG):190 FASTEST 2MIN TIME (LST):1356 AVERAGE WIND SPEED (MPH):6.0  24 HR AVG TEMP (F):39 HEATING DEGREE DAYS:26  COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):46  LATEST NIGHT MIN TEMP(1900-0800 LST):36 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):    0.01 T    0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.08 0.20 0.03 0.00 0.00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0642","1800","2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-05T00:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,"29.97","32","33","0.00","FG:2 |FG |","-0.01","3","96","29.97",,"29.94","0.25","33","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10703/05/24 00:53:02 METAR KBFI 050853Z 00000KT 1/4SM FG VV002 01/00 A2997 RMK AO2 SLP148 T00060000 53002 (JL)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-05T00:55:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,"29.97","32","33",,"BR:1 ||",,,"96",,"BKN:07 8 OVC:08 13","29.94","3.00","33","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11203/05/24 00:55:02 SPECI KBFI 050855Z 00000KT 3SM BR BKN008 OVC013 01/00 A2997 RMK AO2 CIG 006V011 T00060000 (JL)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-05T01:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,"29.97","33","34","0.00","BR:1 ||",,,"97","29.96","BKN:07 8","29.94","3.00","34","030",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11203/05/24 01:53:02 METAR KBFI 050953Z 03003KT 3SM BR BKN008 01/01 A2997 RMK AO2 CIG 007V011 SLP147 T00110006 (JL)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-05T02:51:00","FM-16","6",,,,,,,,,,,,,,,,,,,,,"29.97","34","34",,,,,"100",,"FEW:02 15 OVC:08 60","29.94","10.00","34","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09303/05/24 02:51:02 SPECI KBFI 051051Z 00000KT 10SM FEW015 OVC060 01/01 A2997 RMK AO2 FIBI (JL)","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-05T02:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,"29.97","33","35","0.00",,,,"93","29.97","SCT:04 15 OVC:08 60","29.94","10.00","34","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10503/05/24 02:53:02 METAR KBFI 051053Z 00000KT 10SM SCT015 OVC060 02/01 A2997 RMK AO2 SLP148 T00170006 (JL)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-05T03:06:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,"29.97","33","35",,,,,"93",,"BKN:07 15 OVC:08 60","29.94","10.00","34","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09803/05/24 03:06:02 SPECI KBFI 051106Z 00000KT 10SM BKN015 OVC060 02/01 A2997 RMK AO2 T00170006 (JL)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-05T03:36:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,"29.97","33","35",,,,,"93",,"SCT:04 15 OVC:08 60","29.94","10.00","34","040",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09803/05/24 03:36:02 SPECI KBFI 051136Z 04004KT 10SM SCT015 OVC060 02/01 A2997 RMK AO2 T00170006 (JL)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-05T03:51:00","FM-16","6",,,,,,,,,,,,,,,,,,,,,"29.97","34","36",,,,,"93",,"SCT:04 7 OVC:08 60","29.94","10.00","35","040",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09303/05/24 03:51:02 SPECI KBFI 051151Z 04005KT 10SM SCT007 OVC060 02/01 A2997 RMK AO2 FIBI (JL)","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793524234","SEATTLE BOEING FIELD, WA US","47.54554","-122.31475","7.6","2024-03-05T03:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,"29.97","33","35","0.00",,"0.00","0","93","29.97","SCT:04 7 OVC:08 60","29.94","10.00","34","040",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12903/05/24 03:53:02 METAR KBFI 051153Z 04003KT 10SM SCT007 OVC060 02/01 A2997 RMK AO2 SLP148 70031 T00170006 10017 20000 50000 (JL)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
